day,person_direction,top_outer_category,top_outer_neck_style,top_outer_fit,top_outer_formality,top_outer_design,top_outer_length,top_outer_sleeve_length,top_outer_reflection,top_outer_color,presence_of_top_inner,top_inner_category,top_inner_neck_style,top_inner_fit,top_inner_formality,top_inner_design,top_inner_length,top_inner_sleeve_length,top_inner_reflection,top_inner_color,bottom_category,bottom_design,bottom_fit,bottom_formality,bottom_color,person_id
4,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
5,front,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
5,back,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
6,front,t-shirt,round-neck,tight,informal,graphics,short,short,no,"light_brown,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
6,back,t-shirt,round-neck,tight,informal,solid,short,short,no,"light_brown",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
7,front,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
7,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
8,front,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
8,back,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
9,front,sweater,collar,loose,informal,dotted_pattern,short,long,no,"grey,dark_green,black,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
9,back,sweater,collar,loose,informal,dotted_pattern,short,long,no,"grey,dark_green,black,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
10,front,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
10,back,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
11,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"light_blue,dark_blue,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
11,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
12,front,jacket,collar,loose,informal,solid,short,long,no,"white",yes,sweater,collar,loose,informal,dotted_pattern,short,?,no,"grey,dark_green,black,white",long_pants,solid,medium,informal,"white",person16
12,back,jacket,collar,loose,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
13,front,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
13,back,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
14,front,jacket,collar,medium,informal,solid,short,long,yes,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
14,back,jacket,collar,medium,informal,solid,short,long,yes,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
15,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"light_blue,dark_blue,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
15,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
16,front,sweater,collar,loose,informal,dotted_pattern,short,long,no,"grey,dark_green,black,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
16,back,sweater,collar,loose,informal,dotted_pattern,short,long,no,"grey,dark_green,black,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
17,front,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
17,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
18,front,t-shirt,round-neck,tight,informal,graphics,short,short,no,"light_brown,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
18,back,t-shirt,round-neck,tight,informal,solid,short,short,no,"light_brown",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
19,front,jacket,collar,loose,informal,solid,short,long,no,"white",yes,sweater,collar,loose,informal,dotted_pattern,short,?,no,"grey,dark_green,black,white",long_pants,solid,medium,informal,"white",person16
19,back,jacket,collar,loose,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
20,front,sweater,collar,medium,informal,solid,short,long,no,"light_green",yes,t-shirt,round-neck,medium,informal,solid,short,?,no,"white",long_pants,solid,medium,informal,"white",person16
20,back,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
21,front,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
21,back,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
22,front,jacket,collar,medium,informal,solid,short,long,yes,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
22,back,jacket,collar,medium,informal,solid,short,long,yes,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
23,front,jacket,collar,medium,informal,solid,short,long,yes,"black",yes,sweater,collar,medium,informal,solid,short,?,no,"light_green",long_pants,solid,medium,informal,"white",person16
23,back,jacket,collar,medium,informal,solid,short,long,yes,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
24,front,t-shirt,round-neck,tight,informal,graphics,short,short,no,"light_brown,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
24,back,t-shirt,round-neck,tight,informal,solid,short,short,no,"light_brown",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
25,front,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
25,back,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
26,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"light_blue,dark_blue,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
26,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
27,front,sweater,collar,loose,informal,dotted_pattern,short,long,no,"grey,dark_green,black,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
27,back,sweater,collar,loose,informal,dotted_pattern,short,long,no,"grey,dark_green,black,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
28,front,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
28,back,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
29,front,sweater,collar,medium,informal,solid,short,long,no,"light_green",yes,t-shirt,round-neck,medium,informal,solid,short,?,no,"white",long_pants,solid,medium,informal,"white",person16
29,back,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
30,front,jacket,collar,loose,informal,solid,short,long,no,"white",yes,sweater,collar,loose,informal,dotted_pattern,short,?,no,"grey,dark_green,black,white",long_pants,solid,medium,informal,"white",person16
30,back,jacket,collar,loose,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
1,front,jacket,turtle-neck,medium,informal,solid,short,long,no,"light_brown",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
1,back,jacket,turtle-neck,medium,informal,solid,short,long,no,"light_brown",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
2,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"brown,white,yellow,green",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
2,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"brown",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
3,front,shirt,collar,medium,informal,camouflage_pattern,short,short,no,"light_grey,grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
3,back,shirt,collar,medium,informal,camouflage_pattern,short,short,no,"light_grey,grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
4,front,jacket,turtle-neck,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
4,back,jacket,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
5,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"blue,white,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
5,back,shirt,collar,medium,informal,checked_pattern,short,long,no,"blue,white,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
6,front,sweater,turtle-neck,medium,informal,solid,short,long,no,"black,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
6,back,sweater,turtle-neck,medium,informal,solid,short,long,no,"black,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
7,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"blue,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
7,back,shirt,collar,medium,informal,checked_pattern,short,long,no,"blue,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
8,front,t-shirt,round-neck,medium,informal,N-tone,short,short,no,"white,light_purple",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
8,back,t-shirt,round-neck,medium,informal,N-tone,short,short,no,"white,light_purple",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
9,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"blue,white,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
9,back,shirt,collar,medium,informal,checked_pattern,short,long,no,"blue,white,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
10,front,shirt,collar,medium,informal,solid,short,short,no,"yellow",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
10,back,shirt,collar,medium,informal,solid,short,short,no,"yellow",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
11,front,shirt,collar,medium,informal,N-tone,short,long,no,"dark_grey,dark_red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
11,back,shirt,collar,medium,informal,N-tone,short,long,no,"dark_grey,dark_red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
12,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"red,blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
12,back,shirt,collar,medium,informal,checked_pattern,short,long,no,"red,blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
13,front,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
13,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
14,front,jacket,collar,medium,informal,solid,short,long,no,"black",yes,sweater,collar,medium,informal,solid,short,?,no,"orange",jeans,solid,medium,informal,"blue",person17
14,back,jacket,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
15,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
15,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
16,front,sweater,collar,medium,informal,N-tone,short,long,no,"dark_grey,orange",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
16,back,sweater,round-neck,medium,informal,N-tone,short,long,no,"dark_grey,orange",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
17,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"light_grey,grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
17,back,shirt,collar,medium,informal,checked_pattern,short,long,no,"light_grey,grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
18,front,jacket,collar,medium,informal,solid,short,long,no,"light_brown",yes,sweater,round-neck,medium,informal,solid,short,?,no,"black",jeans,solid,medium,informal,"blue",person17
18,back,jacket,turtle-neck,medium,informal,solid,short,long,no,"light_brown",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
19,front,jacket,collar,medium,informal,solid,short,long,no,"black",yes,shirt,collar,medium,informal,N-tone,short,?,no,"dark_grey,dark_red",jeans,solid,medium,informal,"blue",person17
19,back,jacket,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
20,front,jacket,collar,medium,informal,solid,short,long,no,"light_brown",yes,t-shirt,round-neck,medium,informal,text,short,?,no,"brown,white,yellow,green",jeans,solid,medium,informal,"blue",person17
20,back,jacket,collar,medium,informal,solid,short,long,no,"light_brown",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
21,front,jacket,collar,medium,informal,solid,short,long,no,"light_brown",yes,shirt,collar,medium,informal,checked_pattern,short,?,no,"red,blue,white",jeans,solid,medium,informal,"blue",person17
21,back,jacket,collar,medium,informal,solid,short,long,no,"light_brown",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
22,front,jacket,collar,medium,informal,solid,short,long,no,"light_brown",yes,shirt,collar,medium,informal,solid,short,?,no,"yellow",jeans,solid,medium,informal,"blue",person17
22,back,jacket,collar,medium,informal,solid,short,long,no,"light_brown",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
23,front,jacket,collar,medium,informal,solid,short,long,no,"light_brown",yes,t-shirt,round-neck,medium,informal,N-tone,short,?,no,"white,light_purple",jeans,solid,medium,informal,"blue",person17
23,back,jacket,collar,medium,informal,solid,short,long,no,"light_brown",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
24,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"blue,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
24,back,shirt,hood,medium,informal,checked_pattern,short,long,no,"blue,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
25,front,jacket,collar,medium,informal,solid,short,long,no,"black",yes,shirt,collar,medium,informal,camouflage_pattern,short,?,no,"white,grey",jeans,solid,medium,informal,"blue",person17
25,back,jacket,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
26,front,sweater,collar,medium,informal,solid,short,long,no,"black,red",yes,shirt,collar,medium,informal,checked_pattern,short,?,no,"red,blue,white",jeans,solid,medium,informal,"blue",person17
26,back,sweater,collar,medium,informal,solid,short,long,no,"black,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
27,front,jacket,collar,medium,informal,solid,short,long,no,"black",yes,shirt,collar,medium,informal,checked_pattern,short,?,no,"blue,black",jeans,solid,medium,informal,"blue",person17
27,back,jacket,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
28,front,jacket,collar,medium,informal,solid,short,long,no,"black",yes,t-shirt,round-neck,medium,informal,N-tone,short,?,no,"white,light_purple",jeans,solid,medium,informal,"blue",person17
28,back,jacket,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
29,front,sweater,collar,medium,informal,solid,short,long,no,"black,red",yes,shirt,collar,medium,informal,checked_pattern,short,?,no,"blue,black",jeans,solid,medium,informal,"blue",person17
29,back,sweater,collar,medium,informal,solid,short,long,no,"black,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
30,front,sweater,collar,medium,informal,solid,short,long,no,"black,red",yes,shirt,collar,medium,informal,checked_pattern,short,?,no,"red,blue,white",jeans,solid,medium,informal,"blue",person17
30,back,sweater,collar,medium,informal,solid,short,long,no,"black,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"blue",person17
1,front,jacket,turtle-neck,medium,informal,N-tone,short,long,no,"black,grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person18
1,back,jacket,turtle-neck,medium,informal,N-tone,short,long,no,"black,grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person18
2,front,t-shirt,round-neck,tight,informal,N-tone,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person18
2,back,t-shirt,round-neck,tight,informal,N-tone,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person18
3,front,t-shirt,round-neck,tight,informal,solid,short,short,no,"dark_green",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person18
3,back,t-shirt,round-neck,tight,informal,solid,short,short,no,"dark_green",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person18
4,front,jacket,turtle-neck,loose,informal,solid,short,long,yes,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person18
4,back,jacket,turtle-neck,loose,informal,solid,short,long,yes,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person18
5,front,t-shirt,round-neck,medium,informal,floral_pattern,short,sleeveless,no,"pink,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person18
